OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10397,PRINI,5,1996-12-27 00:00:00.000,1997-01-24 00:00:00.000,1997-01-02 00:00:00.000,1,60.26,Princesa  Isabel  Vinhos,Estrada da saúde n. 58,  Lisboa  ,,1756,Portugal
10398,SAVEA,2,12/30/1996,1997/01/27,01/09/1997,3,89.16,SAVE-A-LOT MARKETS,187 suffolk ln.,BOISE,ID,,USA
10399,VAFFE,8,1996-12-31 00:00:00.000,1997-01-14 00:00:00.000,1997-01-08 00:00:00,3,27.36,Vaffeljernet,Smagsloget  45,Århus,,8200,Denmark
10400,EASTC,1,1997-01-01 00:00:00.000,29.01.1997,1997-01-16 00:00:00.000,3,83.93,EASTERN CONNECTION,35 King George,London,,WX3 6FW,UK
10401,RATTC,1,1997-01-01 00:00:00.000,1997-01-29 00:00:00.000,nan,1,12.51,Rattlesnake Canyon Grocery,2817  Milton  Dr.,Albuquerque,NM,87110,USA
10402,ERNSH,8,1997-01-02 00:00:00.000,1997-02-13 00:00:00.000,1997-01-10 00:00:00.000,2,67.88,Ernst Handel,KIRCHGASSE 6,Graz,,8010,Austria
10403,ERNSH,4,03.01.1997,1997-01-31 00:00:00.000,1997-01-09 00:00:00.000,3,73.79,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10404,MAGAA,2,1997-01-03 00:00:00.000,31.01.1997,1997-01-08 00:00:00.000,1,155.97,MAGAZZINI ALIMENTARI RIUNITI,Via Ludovico il Moro 22,BERGAMO,,24100,Italy
10405,LINOD,1,1997-01-06 00:00:00.000,03-02-1997,1997-01-22 00:00:00.000,1,34.82,LINO-Delicateses,Ave. 5 de Mayo Porlamar,  i. de margarita  ,Nueva Esparta,4980,Venezuela
10406,QUEEN,7,1997-01-07 00:00:00,1997-02-18 00:00:00.000,1997-01-13 00:00:00.000,1,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10407,OTTIK,2,1997/01/07,1997-02-04 00:00:00.000,1997-01-30 00:00:00.000,2,91.48,Ottilies Käseladen,MEHRHEIMERSTR. 369,köln,,50739,Germany
10408,FOLIG,8,1997-01-08 00:00:00,1997-02-05 00:00:00.000,1997-01-14 00:00:00.000,1,11.26,folies  gourmandes,"184,  chaussée  de  tournai",Lille,,59000,France
10409,OCEAN,3,1997-01-09 00:00:00.000,1997-02-06 00:00:00.000,14-01-1997,1,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos  Aires,,1010,Argentina
10410,BOTTM,3,10-01-1997,1997-02-07 00:00:00.000,1997-01-15 00:00:00.000,3,2.4,Bottom-Dollar Markets,23 tsawassen blvd.,Tsawassen,BC,T2F 8M4,Canada
10411,BOTTM,9,1997-01-10 00:00:00.000,02/07/1997,21-01-1997,3,23.65,Bottom-Dollar Markets,  23 Tsawassen Blvd.  ,  Tsawassen  ,BC,T2F 8M4,Canada
10412,WARTH,8,1997-01-13 00:00:00.000,02/10/1997,1997-01-15 00:00:00.000,2,3.77,WARTIAN HERKKU,Torikatu 38,Oulu,,90110,Finland
10413,LAMAI,3,1997-01-14 00:00:00.000,1997-02-11 00:00:00.000,1997/01/16,2,95.66,  la maison d'asie  ,1 rue Alsace-Lorraine,Toulouse,,31000,France
10414,FAMIA,2,1997-01-14 00:00:00.000,1997-02-11 00:00:00.000,17.01.1997,3,21.48,Familia Arquibaldo,"rua orós, 92",sao paulo,SP,05442-030,Brazil
10415,HUNGC,3,1997-01-15 00:00:00.000,1997-02-12 00:00:00.000,nan,1,0.2,Hungry Coyote Import Store,City  Center  Plaza  516  Main  St.,Elgin,OR,97827,USA
10416,WARTH,8,1997-01-16 00:00:00.000,1997-02-13 00:00:00.000,1997-01-27 00:00:00.000,3,22.72,WARTIAN HERKKU,Torikatu  38,  Oulu  ,,90110,Finland
10417,SIMOB,4,01/16/1997,1997-02-13 00:00:00,01/28/1997,3,70.29,Simons  bistro,Vinbæltet 34,  kobenhavn  ,,1734,Denmark
10418,QUICK,4,01/17/1997,1997-02-14 00:00:00.000,24-01-1997,1,17.55,QUICK-Stop,TAUCHERSTRASSE 10,  Cunewalde  ,,01307,Germany
10419,RICSU,4,20-01-1997,1997-02-17 00:00:00.000,01/30/1997,2,137.35,  Richter Supermarkt  ,  Starenweg 5  ,Genève,,1204,Switzerland
10420,WELLI,3,1997-01-21 00:00:00,1997-02-18 00:00:00.000,1997-01-27 00:00:00.000,1,44.12,Wellington Importadora,"Rua  do  Mercado,  12",resende,SP,08737-363,Brazil
10421,QUEDE,8,21-01-1997,04-03-1997,1997-01-27 00:00:00.000,1,99.23,Que Delícia,"  Rua da Panificadora, 12  ",Rio de Janeiro,RJ,02389-673,Brazil
10422,FRANS,2,01/22/1997,02/19/1997,1997-01-31 00:00:00.000,1,3.02,  Franchi S.p.A.  ,Via Monte Bianco 34,Torino,,10100,Italy
10423,GOURL,6,1997-01-23 00:00:00.000,1997-02-06 00:00:00.000,1997-02-24 00:00:00.000,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10424,MEREP,7,23.01.1997,1997-02-20 00:00:00.000,27.01.1997,2,370.61,Mère Paillarde,  43 rue St. Laurent  ,  Montréal  ,Québec,H1J 1C3,Canada
10425,LAMAI,6,1997-01-24 00:00:00.000,1997-02-21 00:00:00.000,1997-02-14 00:00:00.000,2,7.93,  La maison d'Asie  ,1 rue Alsace-Lorraine,Toulouse,,31000,France
10426,GALED,4,1997-01-27 00:00:00.000,24.02.1997,02/06/1997,1,18.69,Galería  del  gastronómo,"Rambla  de  Cataluña,  23",Barcelona,,8022,Spain
10427,PICCO,4,01/27/1997,1997-02-24 00:00:00.000,1997-03-03 00:00:00.000,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10428,REGGC,7,1997-01-28 00:00:00.000,1997-02-25 00:00:00.000,1997-02-04 00:00:00.000,1,11.09,Reggiani Caseifici,Strada  Provinciale  124,Reggio Emilia,,42100,Italy
10429,HUNGO,3,1997-01-29 00:00:00.000,1997/03/12,1997-02-07 00:00:00.000,2,56.63,HUNGRY OWL ALL-NIGHT GROCERS,8  johnstown  road,  cork  ,Co. Cork,,Ireland
10430,ERNSH,4,1997-01-30 00:00:00.000,1997-02-13 00:00:00.000,1997-02-03 00:00:00.000,1,458.78,ERNST HANDEL,  Kirchgasse 6  ,Graz,,8010,Austria
10431,BOTTM,4,30-01-1997,1997-02-13 00:00:00.000,07.02.1997,2,44.17,Bottom-Dollar  Markets,23  Tsawassen  Blvd.,Tsawassen,BC,T2F 8M4,Canada
10432,SPLIR,3,1997-01-31 00:00:00.000,14.02.1997,1997-02-07 00:00:00.000,2,4.34,SPLIT  RAIL  BEER  &  ALE,P.O.  Box  555,  Lander  ,WY,82520,USA
10433,PRINI,3,1997-02-03 00:00:00.000,1997-03-03 00:00:00.000,04-03-1997,3,73.83,Princesa Isabel Vinhos,Estrada da saúde n. 58,  LISBOA  ,,1756,Portugal
10434,FOLKO,3,1997-02-03 00:00:00.000,1997-03-03 00:00:00.000,1997-02-13 00:00:00.000,2,17.92,Folk och fä HB,  åkergatan 24  ,  BRÄCKE  ,,S-844 67,Sweden
10435,CONSH,8,1997-02-04 00:00:00,1997-03-18 00:00:00.000,1997-02-07 00:00:00.000,2,9.21,  Consolidated Holdings  ,berkeley gardens 12  brewery,London,,WX1 6LT,UK
10436,BLONP,3,02/05/1997,1997-03-05 00:00:00,02/11/1997,2,156.66,  BLONDEL PÈRE ET FILS  ,"24,  place  Kléber",Strasbourg,,67000,France
10437,WARTH,8,1997-02-05 00:00:00.000,1997/03/05,12.02.1997,1,19.97,Wartian Herkku,TORIKATU 38,Oulu,,90110,Finland
10438,TOMSP,3,1997-02-06 00:00:00,1997-03-06 00:00:00.000,1997-02-14 00:00:00.000,2,8.24,TOMS SPEZIALITÄTEN,Luisenstr. 48,  Münster  ,,44087,Germany
10439,MEREP,6,1997-02-07 00:00:00.000,1997-03-07 00:00:00.000,1997-02-10 00:00:00.000,3,4.07,Mère Paillarde,  43 rue st. laurent  ,  Montréal  ,Québec,H1J 1C3,Canada
10440,SAVEA,4,1997-02-10 00:00:00.000,1997-03-10 00:00:00,1997-02-28 00:00:00.000,2,86.53,  Save-a-lot Markets  ,187 Suffolk Ln.,  Boise  ,ID,83720,USA
10441,OLDWO,3,1997-02-10 00:00:00.000,1997-03-24 00:00:00.000,1997-03-14 00:00:00.000,2,73.02,Old World Delicatessen,  2743 BERING ST.  ,Anchorage,AK,99508,USA
10442,ERNSH,3,11-02-1997,1997-03-11 00:00:00.000,02/18/1997,2,47.94,ernst handel,Kirchgasse 6,Graz,,8010,Austria
10443,REGGC,8,1997-02-12 00:00:00,1997-03-12 00:00:00.000,14.02.1997,1,13.95,Reggiani  Caseifici,STRADA PROVINCIALE 124,Reggio Emilia,,42100,Italy
10444,BERGS,3,1997-02-12 00:00:00.000,1997-03-12 00:00:00.000,1997-02-21 00:00:00.000,3,3.5,Berglunds  snabbköp,berguvsvägen    8,Luleå,,S-958 22,Sweden
10445,BERGS,3,13.02.1997,1997-03-13 00:00:00,1997/02/20,1,9.3,BERGLUNDS SNABBKÖP,berguvsvägen  8,luleå,,S-958 22,Sweden
10446,TOMSP,6,1997-02-14 00:00:00.000,1997-03-14 00:00:00.000,1997-02-19 00:00:00.000,1,14.68,Toms  Spezialitäten,Luisenstr.  48,Münster,,44087,Germany
10447,RICAR,4,02/14/1997,03/14/1997,1997/03/07,2,68.66,Ricardo Adocicados,"AV. COPACABANA, 267",Rio de Janeiro,RJ,02389-890,Brazil
10448,RANCH,4,1997-02-17 00:00:00.000,1997-03-17 00:00:00.000,24.02.1997,2,38.82,RANCHO GRANDE,Av.  del  Libertador  900,BUENOS AIRES,,1010,Argentina
10449,BLONP,3,1997-02-18 00:00:00.000,18.03.1997,1997-02-27 00:00:00.000,2,53.3,Blondel père et fils,"24, place Kléber",strasbourg,,67000,France
10450,VICTE,8,19-02-1997,1997-03-19 00:00:00,11.03.1997,2,7.23,Victuailles  en  stock,"2, rue du commerce",lyon,,69004,France
10451,QUICK,4,1997-02-19 00:00:00.000,1997-03-05 00:00:00.000,1997-03-12 00:00:00.000,3,189.09,  QUICK-Stop  ,TAUCHERSTRASSE 10,  cunewalde  ,,01307,Germany
10452,SAVEA,8,1997-02-20 00:00:00.000,1997-03-20 00:00:00.000,26.02.1997,1,140.26,Save-a-lot  Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10453,AROUT,1,02/21/1997,1997-03-21 00:00:00.000,1997/02/26,2,25.36,AROUND THE HORN,Brook  Farm  Stratford  St.  Mary,  COLCHESTER  ,Essex,CO7 6JX,UK
10454,LAMAI,4,1997-02-21 00:00:00,1997-03-21 00:00:00,25-02-1997,3,2.74,  LA MAISON D'ASIE  ,  1 rue Alsace-Lorraine  ,  Toulouse  ,,31000,France
10455,WARTH,8,1997-02-24 00:00:00.000,07-04-1997,1997/03/03,2,180.45,wartian herkku,Torikatu 38,Oulu,,90110,Finland
10456,KOENE,8,1997-02-25 00:00:00.000,1997/04/08,1997-02-28 00:00:00.000,2,8.12,  Königlich Essen  ,Maubelstr. 90,Brandenburg,,14776,Germany
10457,KOENE,2,25.02.1997,1997-03-25 00:00:00.000,03.03.1997,1,11.57,königlich essen,Maubelstr. 90,  Brandenburg  ,,14776,Germany
10458,SUPRD,7,1997-02-26 00:00:00.000,26-03-1997,1997-03-04 00:00:00.000,3,147.06,SUPRÊMES DÉLICES,"Boulevard  Tirou,  255",CHARLEROI,,B-6000,Belgium
10459,VICTE,4,27-02-1997,1997-03-27 00:00:00.000,1997-02-28 00:00:00.000,2,25.09,  Victuailles en stock  ,"2, RUE DU COMMERCE",Lyon,,69004,France
10460,FOLKO,8,28.02.1997,03/28/1997,03-03-1997,1,16.27,folk och fä hb,åkergatan 24,  Bräcke  ,,S-844 67,Sweden
10461,LILAS,1,1997-02-28 00:00:00,03/28/1997,1997-03-05 00:00:00.000,3,148.61,LILA-Supermercado,CARRERA 52 CON AVE. BOLÍVAR #65-98 LLANO LARGO,Barquisimeto,Lara,3508,Venezuela
10462,CONSH,2,03-03-1997,03/31/1997,1997/03/18,1,6.17,Consolidated  Holdings,  Berkeley Gardens 12  Brewery  ,london,,WX1 6LT,UK
10463,SUPRD,5,1997-03-04 00:00:00.000,1997-04-01 00:00:00.000,1997-03-06 00:00:00,3,14.78,  Suprêmes délices  ,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10464,FURIB,4,1997-03-04 00:00:00.000,1997-04-01 00:00:00.000,1997-03-14 00:00:00.000,2,89.0,Furia Bacalhau e Frutos do Mar,  jardim das rosas n. 32  ,  Lisboa  ,,1675,Portugal
10465,VAFFE,1,1997-03-05 00:00:00.000,04/02/1997,1997-03-14 00:00:00.000,3,145.04,Vaffeljernet,Smagsloget 45,ÅRHUS,,8200,Denmark
10466,COMMI,4,1997-03-06 00:00:00,1997-04-03 00:00:00.000,1997-03-13 00:00:00.000,1,11.93,comércio mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil
10467,MAGAA,8,1997-03-06 00:00:00.000,1997-04-03 00:00:00.000,1997-03-11 00:00:00,2,4.93,Magazzini Alimentari Riuniti,via ludovico il moro 22,Bergamo,,24100,Italy
10468,KOENE,3,1997/03/07,1997/04/04,1997-03-12 00:00:00.000,3,573.56,Königlich  Essen,MAUBELSTR.  90,  Brandenburg  ,,14776,Germany
10469,WHITC,1,1997/03/10,1997-04-07 00:00:00.000,1997/03/14,1,60.18,White Clover Markets,  1029 - 12th Ave. S.  ,  Seattle  ,WA,98124,USA
10470,BONAP,4,1997/03/11,1997-04-08 00:00:00,03/14/1997,2,64.56,Bon app',"12, rue des Bouchers",MARSEILLE,,13008,France
10471,BSBEV,2,1997-03-11 00:00:00.000,08.04.1997,1997-03-18 00:00:00.000,3,45.59,b's beverages,  Fauntleroy Circus  ,London,,EC2 5NT,UK
10472,SEVES,8,1997-03-12 00:00:00.000,1997-04-09 00:00:00,1997-03-19 00:00:00.000,1,4.2,seven  seas  imports,90 WADHURST RD.,  London  ,,OX15 4NB,UK
10473,ISLAT,1,1997-03-13 00:00:00.000,03/27/1997,03/21/1997,3,16.37,Island  Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10474,PERIC,5,03/13/1997,1997-04-10 00:00:00.000,1997-03-21 00:00:00,2,83.49,Pericles Comidas clásicas,calle dr. jorge cash 321,México D.F.,,05033,Mexico
10475,SUPRD,9,1997-03-14 00:00:00.000,1997-04-11 00:00:00.000,1997-04-04 00:00:00.000,1,68.52,  Suprêmes délices  ,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10476,HILAA,8,17-03-1997,14-04-1997,1997/03/24,3,4.41,  HILARION-Abastos  ,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10477,PRINI,5,1997-03-17 00:00:00.000,14-04-1997,1997/03/25,2,13.02,  Princesa Isabel Vinhos  ,Estrada  da  saúde  n.  58,LISBOA,,1756,Portugal
10478,VICTE,2,18.03.1997,1997/04/01,1997-03-26 00:00:00.000,3,4.81,victuailles en stock,"2, rue du Commerce",lyon,,69004,France
10479,RATTC,3,1997/03/19,04/16/1997,1997-03-21 00:00:00.000,3,708.95,rattlesnake canyon grocery,2817 Milton Dr.,  ALBUQUERQUE  ,NM,87110,USA
10480,FOLIG,6,20-03-1997,1997-04-17 00:00:00.000,1997-03-24 00:00:00.000,2,1.35,  Folies gourmandes  ,"184, chaussée de tournai",Lille,,59000,France
10481,RICAR,8,1997-03-20 00:00:00.000,17-04-1997,1997-03-25 00:00:00.000,2,64.33,Ricardo  Adocicados,"Av. Copacabana, 267",rio  de  janeiro,RJ,02389-890,Brazil
10482,LAZYK,1,1997-03-21 00:00:00.000,1997-04-18 00:00:00.000,1997-04-10 00:00:00.000,3,7.48,  Lazy K Kountry Store  ,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10483,WHITC,7,1997-03-24 00:00:00.000,1997-04-21 00:00:00.000,1997-04-25 00:00:00.000,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10484,BSBEV,3,1997-03-24 00:00:00.000,21.04.1997,01.04.1997,3,6.88,B's Beverages,Fauntleroy  Circus,  London  ,,EC2 5NT,UK
10485,LINOD,4,03/25/1997,08-04-1997,03/31/1997,2,64.45,LINO-Delicateses,  AVE. 5 DE MAYO PORLAMAR  ,i. de margarita,Nueva Esparta,4980,Venezuela
10486,HILAA,1,1997/03/26,23-04-1997,1997-04-02 00:00:00.000,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10487,QUEEN,2,1997-03-26 00:00:00,1997-04-23 00:00:00.000,1997-03-28 00:00:00,2,71.07,Queen Cozinha,"Alameda  dos  Canàrios,  891",SAO PAULO,SP,05487-020,Brazil
10488,FRANK,8,1997-03-27 00:00:00.000,1997-04-24 00:00:00,1997/04/02,2,4.93,Frankenversand,Berliner  Platz  43,München,,80805,Germany
10489,PICCO,6,1997-03-28 00:00:00.000,1997-04-25 00:00:00.000,09.04.1997,2,5.29,  Piccolo und mehr  ,Geislweg 14,Salzburg,,5020,Austria
10490,HILAA,7,1997-03-31 00:00:00,28-04-1997,1997-04-03 00:00:00,2,210.19,hilarion-abastos,  carrera 22 con ave. carlos soublette #8-35  ,San  Cristóbal,Táchira,5022,Venezuela
10491,FURIB,8,1997-03-31 00:00:00.000,1997/04/28,1997-04-08 00:00:00.000,3,16.96,FURIA  BACALHAU  E  FRUTOS  DO  MAR,Jardim  das  rosas  n.  32,  LISBOA  ,,1675,Portugal
10492,BOTTM,3,01.04.1997,1997/04/29,1997-04-11 00:00:00.000,1,62.89,Bottom-Dollar Markets,23 tsawassen blvd.,  Tsawassen  ,BC,T2F 8M4,Canada
10493,LAMAI,4,1997-04-02 00:00:00.000,1997-04-30 00:00:00.000,10-04-1997,3,-10.64,La maison d'Asie,1 RUE ALSACE-LORRAINE,Toulouse,,31000,France
10494,COMMI,4,1997-04-02 00:00:00.000,1997-04-30 00:00:00,04/09/1997,2,65.99,Comércio Mineiro,"  Av. dos Lusíadas, 23  ",SAO PAULO,SP,05432-043,Brazil
10495,LAUGB,3,1997/04/03,01-05-1997,1997-04-11 00:00:00.000,3,4.65,  Laughing Bacchus Wine Cellars  ,2319 elm st.,Vancouver,BC,V3F 2K1,Canada
10496,TRADH,7,1997-04-04 00:00:00.000,1997/05/02,07.04.1997,2,46.77,Tradiçao  Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil
10497,LEHMS,7,1997-04-04 00:00:00,02.05.1997,1997/04/07,1,36.21,  LEHMANNS MARKTSTAND  ,magazinweg 7,Frankfurt a.M.,,60528,Germany
10498,HILAA,8,1997/04/07,1997-05-05 00:00:00.000,11.04.1997,2,29.75,  HILARION-Abastos  ,Carrera 22 con Ave. Carlos Soublette #8-35,  San Cristóbal  ,Táchira,5022,Venezuela
10499,LILAS,4,1997-04-08 00:00:00.000,1997-05-06 00:00:00.000,16.04.1997,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10500,LAMAI,6,09.04.1997,1997-05-07 00:00:00.000,1997-04-17 00:00:00.000,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10501,ZZZZZ,9,1997-04-09 00:00:00.000,1997-05-07 00:00:00.000,04/16/1997,3,8.85,Blauer See Delikatessen,FORSTERSTR.  57,MANNHEIM,,68306,Germany
10502,PERIC,2,1997-04-10 00:00:00.000,1997-05-08 00:00:00.000,29.04.1997,1,69.32,Pericles  Comidas  clásicas,Calle  Dr.  Jorge  Cash  321,México D.F.,,05033,Mexico
10503,HUNGO,6,1997-04-11 00:00:00.000,1997-05-09 00:00:00.000,16-04-1997,2,16.74,Hungry Owl All-Night Grocers,8  JOHNSTOWN  ROAD,Cork,Co. Cork,,Ireland
10504,WHITC,4,1997-04-11 00:00:00,09.05.1997,04/18/1997,3,59.13,White Clover Markets,1029 - 12TH AVE. S.,Seattle,WA,98124,USA
10505,MEREP,3,1997-04-14 00:00:00,1997-05-12 00:00:00.000,21-04-1997,3,7.13,mère paillarde,43 rue St. Laurent,  montréal  ,Québec,H1J 1C3,Canada
10506,KOENE,9,1997-04-15 00:00:00.000,1997-05-13 00:00:00,1997-05-02 00:00:00.000,2,21.19,Königlich Essen,  Maubelstr. 90  ,Brandenburg,,14776,Germany
10507,ANTON,7,1997/04/15,1997/05/13,1997-04-22 00:00:00.000,1,47.45,Antonio Moreno Taquería,  mataderos  2312  ,México  D.F.,,05023,Mexico
10508,OTTIK,1,1997/04/16,1997-05-14 00:00:00.000,nan,2,4.99,Ottilies  Käseladen,Mehrheimerstr. 369,KÖLN,,50739,Germany
10509,BLAUS,4,1997/04/17,1997-05-15 00:00:00.000,29.04.1997,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10510,SAVEA,6,1997-04-18 00:00:00.000,1997-05-16 00:00:00,1997/04/28,3,367.63,SAVE-A-LOT MARKETS,187 Suffolk Ln.,boise,ID,83720,USA
10511,BONAP,4,1997-04-18 00:00:00.000,1997-05-16 00:00:00,21-04-1997,3,350.64,Bon app',"12, rue des Bouchers",MARSEILLE,,13008,France
10512,FAMIA,7,1997/04/21,1997-05-19 00:00:00.000,1997-04-24 00:00:00.000,2,3.53,Familia Arquibaldo,"Rua  Orós,  92",Sao  Paulo,SP,05442-030,Brazil
10513,WANDK,7,04/22/1997,1997/06/03,04/28/1997,1,105.65,Die Wandernde Kuh,Adenauerallee 900,stuttgart,,70563,Germany
10514,ERNSH,3,1997-04-22 00:00:00.000,1997-05-20 00:00:00.000,16-05-1997,2,789.95,Ernst Handel,kirchgasse 6,Graz,,8010,Austria
10515,QUICK,2,1997-04-23 00:00:00,1997-05-07 00:00:00.000,23.05.1997,1,204.47,QUICK-STOP,Taucherstraße  10,  cunewalde  ,,01307,Germany
10516,HUNGO,2,1997-04-24 00:00:00.000,22.05.1997,01-05-1997,3,62.78,HUNGRY OWL ALL-NIGHT GROCERS,8 Johnstown Road,Cork,Co. Cork,,Ireland
10517,NORTS,3,24-04-1997,22.05.1997,1997-04-29 00:00:00,3,32.07,  North/South  ,  south house 300 queensbridge  ,London,,SW7 1RZ,UK
10518,TORTU,4,1997-04-25 00:00:00.000,1997-05-09 00:00:00.000,05/05/1997,2,218.15,  Tortuga Restaurante  ,avda. azteca 123,  MÉXICO D.F.  ,,05033,Mexico
10519,CHOPS,6,1997-04-28 00:00:00,1997-05-26 00:00:00.000,1997-05-01 00:00:00.000,3,91.76,CHOP-SUEY CHINESE,Hauptstr. 31,bern,,3012,Switzerland
10520,SANTG,7,29-04-1997,1997-05-27 00:00:00.000,01.05.1997,1,13.37,Santé Gourmet,Erling  Skakkes  gate  78,Stavern,,4110,Norway
10521,CACTU,8,29-04-1997,1997-05-27 00:00:00.000,05/02/1997,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
10522,LEHMS,4,1997-04-30 00:00:00.000,1997/05/28,1997-05-06 00:00:00.000,1,45.33,Lehmanns  Marktstand,  Magazinweg 7  ,Frankfurt  a.M.,,60528,Germany
10523,SEVES,7,05/01/1997,29-05-1997,05/30/1997,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10524,BERGS,1,1997-05-01 00:00:00.000,1997/05/29,07-05-1997,2,244.79,  Berglunds snabbköp  ,  Berguvsvägen  8  ,Luleå,,S-958 22,Sweden
10525,BONAP,1,1997-05-02 00:00:00.000,1997-05-30 00:00:00.000,1997-05-23 00:00:00.000,2,11.06,Bon app',"12, rue des Bouchers",Marseille,,13008,France
10526,WARTH,4,1997-05-05 00:00:00.000,06/02/1997,1997-05-15 00:00:00.000,2,58.59,Wartian  Herkku,Torikatu 38,  Oulu  ,,90110,Finland
10527,QUICK,7,05-05-1997,1997-06-02 00:00:00.000,05/07/1997,1,41.9,QUICK-Stop,Taucherstraße 10,cunewalde,,01307,Germany
10528,GREAL,6,1997/05/06,1997-05-20 00:00:00.000,05/09/1997,2,3.35,  Great Lakes Food Market  ,2732  baker  blvd.,  EUGENE  ,OR,97403,USA
10529,MAISD,5,1997-05-07 00:00:00.000,1997-06-04 00:00:00,1997-05-09 00:00:00.000,2,66.69,Maison  Dewey,Rue Joseph-Bens 532,bruxelles,,B-1180,Belgium
10530,PICCO,3,1997/05/08,05.06.1997,05/12/1997,2,339.22,Piccolo und mehr,Geislweg  14,  salzburg  ,,5020,Austria
10531,OCEAN,7,1997-05-08 00:00:00.000,1997-06-05 00:00:00.000,1997-05-19 00:00:00.000,1,8.12,  Océano Atlántico Ltda.  ,Ing. Gustavo Moncada 8585 Piso 20-A,  Buenos Aires  ,,1010,Argentina
10532,EASTC,7,1997-05-09 00:00:00,1997/06/06,1997/05/12,3,74.46,EASTERN  CONNECTION,35 king george,London,,WX3 6FW,UK
10533,FOLKO,8,1997-05-12 00:00:00.000,09.06.1997,22.05.1997,1,188.04,FOLK OCH FÄ HB,ÅKERGATAN 24,Bräcke,,S-844 67,Sweden
10534,LEHMS,8,1997-05-12 00:00:00.000,1997-06-09 00:00:00.000,05/14/1997,2,27.94,lehmanns marktstand,Magazinweg  7,Frankfurt a.M.,,60528,Germany
10535,ANTON,4,13-05-1997,1997-06-10 00:00:00.000,1997-05-21 00:00:00.000,1,15.64,antonio  moreno  taquería,Mataderos    2312,  México D.F.  ,,05023,Mexico
10536,LEHMS,3,1997-05-14 00:00:00,06/11/1997,06.06.1997,2,58.88,Lehmanns Marktstand,Magazinweg 7,  Frankfurt a.M.  ,,60528,Germany
10537,RICSU,1,14.05.1997,1997/05/28,1997/05/19,1,78.85,Richter Supermarkt,STARENWEG 5,  Genève  ,,1204,Switzerland
10538,BSBEV,9,1997-06-12 00:00:00,1997/05/15,1997-05-16 00:00:00.000,3,4.87,B'S BEVERAGES,fauntleroy circus,  London  ,,EC2 5NT,UK
10539,BSBEV,6,1997-05-16 00:00:00.000,1997-06-13 00:00:00.000,1997-05-23 00:00:00.000,3,12.36,  B's Beverages  ,FAUNTLEROY CIRCUS,London,,EC2 5NT,UK
10540,QUICK,3,19.05.1997,1997-06-16 00:00:00.000,1997-06-13 00:00:00.000,3,1007.64,  QUICK-Stop  ,  Taucherstraße 10  ,  CUNEWALDE  ,,01307,Germany
10541,HANAR,2,1997-05-19 00:00:00.000,1997/06/16,1997-05-29 00:00:00.000,1,68.65,Hanari Carnes,"Rua do Paço, 67",RIO DE JANEIRO,RJ,,Brazil
10542,KOENE,1,05/20/1997,1997-06-17 00:00:00.000,1997-05-26 00:00:00.000,3,10.95,Königlich Essen,maubelstr. 90,  Brandenburg  ,,14776,Germany
10543,LILAS,8,1997/05/21,18.06.1997,1997-05-23 00:00:00.000,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,  Barquisimeto  ,Lara,3508,Venezuela
10544,LONEP,4,05/21/1997,1997-06-18 00:00:00.000,1997-05-30 00:00:00.000,1,24.91,Lonesome Pine Restaurant,89  Chiaroscuro  Rd.,  PORTLAND  ,OR,97219,USA
10545,LAZYK,8,22.05.1997,19-06-1997,1997/06/26,2,11.92,Lazy K Kountry Store,12 ORCHESTRA TERRACE,  WALLA WALLA  ,WA,99362,USA
