OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,OrderYear,OrderMonth,OrderDayOfWeek,ShippingDurationDays,Delivery_Status
10387,SANTG,1,1996-12-18,1997-01-15,1996-12-20,2,93.63,Santé Gourmet,Erling Skakkes Gate 78,Stavern,Unknown,4110,Norway,1996,12,Wednesday,2.0,On-Time
10388,SEVES,2,1996-12-19,1997-01-16,1996-12-20,1,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,Unknown,Ox15 4Nb,Uk,1996,12,Thursday,1.0,On-Time
10389,BOTTM,4,1996-12-20,1997-01-17,1996-12-24,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,Bc,T2F 8M4,Canada,1996,12,Friday,4.0,On-Time
10390,ERNSH,6,1996-12-23,1997-01-20,1996-12-26,1,126.38,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1996,12,Monday,3.0,On-Time
10391,DRACD,3,1996-12-23,1997-01-20,1996-12-31,3,5.45,Drachenblut Delikatessen,Walserweg 21,Aachen,Unknown,52066,Germany,1996,12,Monday,8.0,On-Time
10392,PICCO,2,1996-12-24,1997-01-21,1997-01-01,3,122.46,Piccolo Und Mehr,Geislweg 14,Salzburg,Unknown,5020,Austria,1996,12,Tuesday,8.0,On-Time
10393,SAVEA,1,1996-12-25,1997-01-22,1997-01-03,3,126.56,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1996,12,Wednesday,9.0,On-Time
10394,HUNGC,1,1996-12-25,1997-01-22,1997-01-03,3,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,Or,97827,Usa,1996,12,Wednesday,9.0,On-Time
10395,HILAA,6,1997-01-03,1997-01-23,1996-12-26,1,184.41,Hilarion-Abastos,Carrera 22 Con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1997,1,Friday,-8.0,On-Time
10396,FRANK,1,1996-12-27,1997-01-10,1997-01-06,3,135.35,Frankenversand,Berliner Platz 43,München,Unknown,80805,Germany,1996,12,Friday,10.0,On-Time
10397,PRINI,5,1996-12-27,1997-01-24,1997-01-02,1,60.26,Princesa Isabel Vinhos,Estrada Da Saúde N. 58,Lisboa,Unknown,1756,Portugal,1996,12,Friday,6.0,On-Time
10398,SAVEA,2,1996-12-30,1997-01-27,1997-01-09,3,89.16,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,Unknown,Usa,1996,12,Monday,10.0,On-Time
10399,VAFFE,8,1996-12-31,1997-01-14,1997-01-08,3,27.36,Vaffeljernet,Smagsloget 45,Århus,Unknown,8200,Denmark,1996,12,Tuesday,8.0,On-Time
10400,EASTC,1,1997-01-01,1997-01-29,1997-01-16,3,83.93,Eastern Connection,35 King George,London,Unknown,Wx3 6Fw,Uk,1997,1,Wednesday,15.0,On-Time
10401,RATTC,1,1997-01-01,1997-01-29,,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,Nm,87110,Usa,1997,1,Wednesday,,On-Time
10402,ERNSH,8,1997-01-02,1997-02-13,1997-01-10,2,67.88,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1997,1,Thursday,8.0,On-Time
10403,ERNSH,4,1997-03-01,1997-01-31,1997-01-09,3,73.79,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1997,3,Saturday,-51.0,On-Time
10404,MAGAA,2,1997-01-03,1997-01-31,1997-01-08,1,155.97,Magazzini Alimentari Riuniti,Via Ludovico Il Moro 22,Bergamo,Unknown,24100,Italy,1997,1,Friday,5.0,On-Time
10405,LINOD,1,1997-01-06,1997-03-02,1997-01-22,1,34.82,Lino-Delicateses,Ave. 5 De Mayo Porlamar,I. De Margarita,Nueva Esparta,4980,Venezuela,1997,1,Monday,16.0,On-Time
10406,QUEEN,7,1997-01-07,1997-02-18,1997-01-13,1,108.04,Queen Cozinha,"Alameda Dos Canàrios, 891",Sao Paulo,Sp,05487-020,Brazil,1997,1,Tuesday,6.0,On-Time
10407,OTTIK,2,1997-01-07,1997-02-04,1997-01-30,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany,1997,1,Tuesday,23.0,On-Time
10408,FOLIG,8,1997-01-08,1997-02-05,1997-01-14,1,11.26,Folies Gourmandes,"184, Chaussée De Tournai",Lille,Unknown,59000,France,1997,1,Wednesday,6.0,On-Time
10409,OCEAN,3,1997-01-09,1997-02-06,1997-01-14,1,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,Unknown,1010,Argentina,1997,1,Thursday,5.0,On-Time
10410,BOTTM,3,1997-10-01,1997-02-07,1997-01-15,3,2.4,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,Bc,T2F 8M4,Canada,1997,10,Wednesday,-259.0,On-Time
10411,BOTTM,9,1997-01-10,1997-02-07,1997-01-21,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,Bc,T2F 8M4,Canada,1997,1,Friday,11.0,On-Time
10412,WARTH,8,1997-01-13,1997-02-10,1997-01-15,2,3.77,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,1997,1,Monday,2.0,On-Time
10413,LAMAI,3,1997-01-14,1997-02-11,1997-01-16,2,95.66,La Maison D'Asie,1 Rue Alsace-Lorraine,Toulouse,Unknown,31000,France,1997,1,Tuesday,2.0,On-Time
10414,FAMIA,2,1997-01-14,1997-02-11,1997-01-17,3,21.48,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,Sp,05442-030,Brazil,1997,1,Tuesday,3.0,On-Time
10415,HUNGC,3,1997-01-15,1997-02-12,,1,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,Or,97827,Usa,1997,1,Wednesday,,On-Time
10416,WARTH,8,1997-01-16,1997-02-13,1997-01-27,3,22.72,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,1997,1,Thursday,11.0,On-Time
10417,SIMOB,4,1997-01-16,1997-02-13,1997-01-28,3,70.29,Simons Bistro,Vinbæltet 34,Kobenhavn,Unknown,1734,Denmark,1997,1,Thursday,12.0,On-Time
10418,QUICK,4,1997-01-17,1997-02-14,1997-01-24,1,17.55,Quick-Stop,Taucherstrasse 10,Cunewalde,Unknown,01307,Germany,1997,1,Friday,7.0,On-Time
10419,RICSU,4,1997-01-20,1997-02-17,1997-01-30,2,137.35,Richter Supermarkt,Starenweg 5,Genève,Unknown,1204,Switzerland,1997,1,Monday,10.0,On-Time
10420,WELLI,3,1997-01-21,1997-02-18,1997-01-27,1,44.12,Wellington Importadora,"Rua Do Mercado, 12",Resende,Sp,08737-363,Brazil,1997,1,Tuesday,6.0,On-Time
10421,QUEDE,8,1997-01-21,1997-04-03,1997-01-27,1,99.23,Que Delícia,"Rua Da Panificadora, 12",Rio De Janeiro,Rj,02389-673,Brazil,1997,1,Tuesday,6.0,On-Time
10422,FRANS,2,1997-01-22,1997-02-19,1997-01-31,1,3.02,Franchi S.P.A.,Via Monte Bianco 34,Torino,Unknown,10100,Italy,1997,1,Wednesday,9.0,On-Time
10423,GOURL,6,1997-01-23,1997-02-06,1997-02-24,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,Sp,04876-786,Brazil,1997,1,Thursday,32.0,Delayed
10424,MEREP,7,1997-01-23,1997-02-20,1997-01-27,2,370.61,Mère Paillarde,43 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1997,1,Thursday,4.0,On-Time
10425,LAMAI,6,1997-01-24,1997-02-21,1997-02-14,2,7.93,La Maison D'Asie,1 Rue Alsace-Lorraine,Toulouse,Unknown,31000,France,1997,1,Friday,21.0,On-Time
10426,GALED,4,1997-01-27,1997-02-24,1997-02-06,1,18.69,Galería Del Gastronómo,"Rambla De Cataluña, 23",Barcelona,Unknown,8022,Spain,1997,1,Monday,10.0,On-Time
10427,PICCO,4,1997-01-27,1997-02-24,1997-03-03,2,31.29,Piccolo Und Mehr,Geislweg 14,Salzburg,Unknown,5020,Austria,1997,1,Monday,35.0,Delayed
10428,REGGC,7,1997-01-28,1997-02-25,1997-02-04,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,1997,1,Tuesday,7.0,On-Time
10429,HUNGO,3,1997-01-29,1997-03-12,1997-02-07,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,1997,1,Wednesday,9.0,On-Time
10430,ERNSH,4,1997-01-30,1997-02-13,1997-02-03,1,458.78,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1997,1,Thursday,4.0,On-Time
10431,BOTTM,4,1997-01-30,1997-02-13,1997-07-02,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,Bc,T2F 8M4,Canada,1997,1,Thursday,153.0,Delayed
10432,SPLIR,3,1997-01-31,1997-02-14,1997-02-07,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,Wy,82520,Usa,1997,1,Friday,7.0,On-Time
10433,PRINI,3,1997-02-03,1997-03-03,1997-04-03,3,73.83,Princesa Isabel Vinhos,Estrada Da Saúde N. 58,Lisboa,Unknown,1756,Portugal,1997,2,Monday,59.0,Delayed
10434,FOLKO,3,1997-02-03,1997-03-03,1997-02-13,2,17.92,Folk Och Fä Hb,Åkergatan 24,Bräcke,Unknown,S-844 67,Sweden,1997,2,Monday,10.0,On-Time
10435,CONSH,8,1997-02-04,1997-03-18,1997-02-07,2,9.21,Consolidated Holdings,Berkeley Gardens 12 Brewery,London,Unknown,Wx1 6Lt,Uk,1997,2,Tuesday,3.0,On-Time
10436,BLONP,3,1997-02-05,1997-03-05,1997-02-11,2,156.66,Blondel Père Et Fils,"24, Place Kléber",Strasbourg,Unknown,67000,France,1997,2,Wednesday,6.0,On-Time
10437,WARTH,8,1997-02-05,1997-03-05,1997-12-02,1,19.97,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,1997,2,Wednesday,300.0,Delayed
10438,TOMSP,3,1997-02-06,1997-03-06,1997-02-14,2,8.24,Toms Spezialitäten,Luisenstr. 48,Münster,Unknown,44087,Germany,1997,2,Thursday,8.0,On-Time
10439,MEREP,6,1997-02-07,1997-03-07,1997-02-10,3,4.07,Mère Paillarde,43 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1997,2,Friday,3.0,On-Time
10440,SAVEA,4,1997-02-10,1997-03-10,1997-02-28,2,86.53,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,2,Monday,18.0,On-Time
10441,OLDWO,3,1997-02-10,1997-03-24,1997-03-14,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,Ak,99508,Usa,1997,2,Monday,32.0,On-Time
10442,ERNSH,3,1997-11-02,1997-03-11,1997-02-18,2,47.94,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1997,11,Sunday,-257.0,On-Time
10443,REGGC,8,1997-02-12,1997-03-12,1997-02-14,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,1997,2,Wednesday,2.0,On-Time
10444,BERGS,3,1997-02-12,1997-03-12,1997-02-21,3,3.5,Berglunds Snabbköp,Berguvsvägen 8,Luleå,Unknown,S-958 22,Sweden,1997,2,Wednesday,9.0,On-Time
10445,BERGS,3,1997-02-13,1997-03-13,1997-02-20,1,9.3,Berglunds Snabbköp,Berguvsvägen 8,Luleå,Unknown,S-958 22,Sweden,1997,2,Thursday,7.0,On-Time
10446,TOMSP,6,1997-02-14,1997-03-14,1997-02-19,1,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,Unknown,44087,Germany,1997,2,Friday,5.0,On-Time
10447,RICAR,4,1997-02-14,1997-03-14,1997-03-07,2,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio De Janeiro,Rj,02389-890,Brazil,1997,2,Friday,21.0,On-Time
10448,RANCH,4,1997-02-17,1997-03-17,1997-02-24,2,38.82,Rancho Grande,Av. Del Libertador 900,Buenos Aires,Unknown,1010,Argentina,1997,2,Monday,7.0,On-Time
10449,BLONP,3,1997-02-18,1997-03-18,1997-02-27,2,53.3,Blondel Père Et Fils,"24, Place Kléber",Strasbourg,Unknown,67000,France,1997,2,Tuesday,9.0,On-Time
10450,VICTE,8,1997-02-19,1997-03-19,1997-11-03,2,7.23,Victuailles En Stock,"2, Rue Du Commerce",Lyon,Unknown,69004,France,1997,2,Wednesday,257.0,Delayed
10451,QUICK,4,1997-02-19,1997-03-05,1997-03-12,3,189.09,Quick-Stop,Taucherstrasse 10,Cunewalde,Unknown,01307,Germany,1997,2,Wednesday,21.0,Delayed
10452,SAVEA,8,1997-02-20,1997-03-20,1997-02-26,1,140.26,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,2,Thursday,6.0,On-Time
10453,AROUT,1,1997-02-21,1997-03-21,1997-02-26,2,25.36,Around The Horn,Brook Farm Stratford St. Mary,Colchester,Essex,Co7 6Jx,Uk,1997,2,Friday,5.0,On-Time
10454,LAMAI,4,1997-02-21,1997-03-21,1997-02-25,3,2.74,La Maison D'Asie,1 Rue Alsace-Lorraine,Toulouse,Unknown,31000,France,1997,2,Friday,4.0,On-Time
10455,WARTH,8,1997-02-24,1997-07-04,1997-03-03,2,180.45,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,1997,2,Monday,7.0,On-Time
10456,KOENE,8,1997-02-25,1997-04-08,1997-02-28,2,8.12,Königlich Essen,Maubelstr. 90,Brandenburg,Unknown,14776,Germany,1997,2,Tuesday,3.0,On-Time
10457,KOENE,2,1997-02-25,1997-03-25,1997-03-03,1,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,Unknown,14776,Germany,1997,2,Tuesday,6.0,On-Time
10458,SUPRD,7,1997-02-26,1997-03-26,1997-03-04,3,147.06,Suprêmes Délices,"Boulevard Tirou, 255",Charleroi,Unknown,B-6000,Belgium,1997,2,Wednesday,6.0,On-Time
10459,VICTE,4,1997-02-27,1997-03-27,1997-02-28,2,25.09,Victuailles En Stock,"2, Rue Du Commerce",Lyon,Unknown,69004,France,1997,2,Thursday,1.0,On-Time
10460,FOLKO,8,1997-02-28,1997-03-28,1997-03-03,1,16.27,Folk Och Fä Hb,Åkergatan 24,Bräcke,Unknown,S-844 67,Sweden,1997,2,Friday,3.0,On-Time
10461,LILAS,1,1997-02-28,1997-03-28,1997-03-05,3,148.61,Lila-Supermercado,Carrera 52 Con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1997,2,Friday,5.0,On-Time
10462,CONSH,2,1997-03-03,1997-03-31,1997-03-18,1,6.17,Consolidated Holdings,Berkeley Gardens 12 Brewery,London,Unknown,Wx1 6Lt,Uk,1997,3,Monday,15.0,On-Time
10463,SUPRD,5,1997-03-04,1997-04-01,1997-03-06,3,14.78,Suprêmes Délices,"Boulevard Tirou, 255",Charleroi,Unknown,B-6000,Belgium,1997,3,Tuesday,2.0,On-Time
10464,FURIB,4,1997-03-04,1997-04-01,1997-03-14,2,89.0,Furia Bacalhau E Frutos Do Mar,Jardim Das Rosas N. 32,Lisboa,Unknown,1675,Portugal,1997,3,Tuesday,10.0,On-Time
10465,VAFFE,1,1997-03-05,1997-04-02,1997-03-14,3,145.04,Vaffeljernet,Smagsloget 45,Århus,Unknown,8200,Denmark,1997,3,Wednesday,9.0,On-Time
10466,COMMI,4,1997-03-06,1997-04-03,1997-03-13,1,11.93,Comércio Mineiro,"Av. Dos Lusíadas, 23",Sao Paulo,Sp,05432-043,Brazil,1997,3,Thursday,7.0,On-Time
10467,MAGAA,8,1997-03-06,1997-04-03,1997-03-11,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico Il Moro 22,Bergamo,Unknown,24100,Italy,1997,3,Thursday,5.0,On-Time
10468,KOENE,3,1997-03-07,1997-04-04,1997-03-12,3,573.56,Königlich Essen,Maubelstr. 90,Brandenburg,Unknown,14776,Germany,1997,3,Friday,5.0,On-Time
10469,WHITC,1,1997-03-10,1997-04-07,1997-03-14,1,60.18,White Clover Markets,1029 - 12Th Ave. S.,Seattle,Wa,98124,Usa,1997,3,Monday,4.0,On-Time
10470,BONAP,4,1997-03-11,1997-04-08,1997-03-14,2,64.56,Bon App',"12, Rue Des Bouchers",Marseille,Unknown,13008,France,1997,3,Tuesday,3.0,On-Time
10471,BSBEV,2,1997-03-11,1997-08-04,1997-03-18,3,45.59,B'S Beverages,Fauntleroy Circus,London,Unknown,Ec2 5Nt,Uk,1997,3,Tuesday,7.0,On-Time
10472,SEVES,8,1997-03-12,1997-04-09,1997-03-19,1,4.2,Seven Seas Imports,90 Wadhurst Rd.,London,Unknown,Ox15 4Nb,Uk,1997,3,Wednesday,7.0,On-Time
10473,ISLAT,1,1997-03-13,1997-03-27,1997-03-21,3,16.37,Island Trading,Garden House Crowther Way,Cowes,Isle Of Wight,Po31 7Pj,Uk,1997,3,Thursday,8.0,On-Time
10474,PERIC,5,1997-03-13,1997-04-10,1997-03-21,2,83.49,Pericles Comidas Clásicas,Calle Dr. Jorge Cash 321,México D.F.,Unknown,05033,Mexico,1997,3,Thursday,8.0,On-Time
10475,SUPRD,9,1997-03-14,1997-04-11,1997-04-04,1,68.52,Suprêmes Délices,"Boulevard Tirou, 255",Charleroi,Unknown,B-6000,Belgium,1997,3,Friday,21.0,On-Time
10476,HILAA,8,1997-03-17,1997-04-14,1997-03-24,3,4.41,Hilarion-Abastos,Carrera 22 Con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1997,3,Monday,7.0,On-Time
10477,PRINI,5,1997-03-17,1997-04-14,1997-03-25,2,13.02,Princesa Isabel Vinhos,Estrada Da Saúde N. 58,Lisboa,Unknown,1756,Portugal,1997,3,Monday,8.0,On-Time
10478,VICTE,2,1997-03-18,1997-04-01,1997-03-26,3,4.81,Victuailles En Stock,"2, Rue Du Commerce",Lyon,Unknown,69004,France,1997,3,Tuesday,8.0,On-Time
10479,RATTC,3,1997-03-19,1997-04-16,1997-03-21,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,Nm,87110,Usa,1997,3,Wednesday,2.0,On-Time
10480,FOLIG,6,1997-03-20,1997-04-17,1997-03-24,2,1.35,Folies Gourmandes,"184, Chaussée De Tournai",Lille,Unknown,59000,France,1997,3,Thursday,4.0,On-Time
10481,RICAR,8,1997-03-20,1997-04-17,1997-03-25,2,64.33,Ricardo Adocicados,"Av. Copacabana, 267",Rio De Janeiro,Rj,02389-890,Brazil,1997,3,Thursday,5.0,On-Time
10482,LAZYK,1,1997-03-21,1997-04-18,1997-04-10,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,Wa,99362,Usa,1997,3,Friday,20.0,On-Time
10483,WHITC,7,1997-03-24,1997-04-21,1997-04-25,2,15.28,White Clover Markets,1029 - 12Th Ave. S.,Seattle,Wa,98124,Usa,1997,3,Monday,32.0,Delayed
10484,BSBEV,3,1997-03-24,1997-04-21,1997-01-04,3,6.88,B'S Beverages,Fauntleroy Circus,London,Unknown,Ec2 5Nt,Uk,1997,3,Monday,-79.0,On-Time
10485,LINOD,4,1997-03-25,1997-08-04,1997-03-31,2,64.45,Lino-Delicateses,Ave. 5 De Mayo Porlamar,I. De Margarita,Nueva Esparta,4980,Venezuela,1997,3,Tuesday,6.0,On-Time
10486,HILAA,1,1997-03-26,1997-04-23,1997-04-02,2,30.53,Hilarion-Abastos,Carrera 22 Con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1997,3,Wednesday,7.0,On-Time
10487,QUEEN,2,1997-03-26,1997-04-23,1997-03-28,2,71.07,Queen Cozinha,"Alameda Dos Canàrios, 891",Sao Paulo,Sp,05487-020,Brazil,1997,3,Wednesday,2.0,On-Time
10488,FRANK,8,1997-03-27,1997-04-24,1997-04-02,2,4.93,Frankenversand,Berliner Platz 43,München,Unknown,80805,Germany,1997,3,Thursday,6.0,On-Time
10489,PICCO,6,1997-03-28,1997-04-25,1997-09-04,2,5.29,Piccolo Und Mehr,Geislweg 14,Salzburg,Unknown,5020,Austria,1997,3,Friday,160.0,Delayed
10490,HILAA,7,1997-03-31,1997-04-28,1997-04-03,2,210.19,Hilarion-Abastos,Carrera 22 Con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1997,3,Monday,3.0,On-Time
10491,FURIB,8,1997-03-31,1997-04-28,1997-04-08,3,16.96,Furia Bacalhau E Frutos Do Mar,Jardim Das Rosas N. 32,Lisboa,Unknown,1675,Portugal,1997,3,Monday,8.0,On-Time
10492,BOTTM,3,1997-01-04,1997-04-29,1997-04-11,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,Bc,T2F 8M4,Canada,1997,1,Saturday,97.0,On-Time
10493,LAMAI,4,1997-04-02,1997-04-30,1997-10-04,3,-10.64,La Maison D'Asie,1 Rue Alsace-Lorraine,Toulouse,Unknown,31000,France,1997,4,Wednesday,185.0,Delayed
10494,COMMI,4,1997-04-02,1997-04-30,1997-04-09,2,65.99,Comércio Mineiro,"Av. Dos Lusíadas, 23",Sao Paulo,Sp,05432-043,Brazil,1997,4,Wednesday,7.0,On-Time
10495,LAUGB,3,1997-04-03,1997-01-05,1997-04-11,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,Bc,V3F 2K1,Canada,1997,4,Thursday,8.0,Delayed
10496,TRADH,7,1997-04-04,1997-05-02,1997-07-04,2,46.77,Tradiçao Hipermercados,"Av. Inês De Castro, 414",Sao Paulo,Sp,05634-030,Brazil,1997,4,Friday,91.0,Delayed
10497,LEHMS,7,1997-04-04,1997-02-05,1997-04-07,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt A.M.,Unknown,60528,Germany,1997,4,Friday,3.0,Delayed
10498,HILAA,8,1997-04-07,1997-05-05,1997-11-04,2,29.75,Hilarion-Abastos,Carrera 22 Con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1997,4,Monday,211.0,Delayed
10499,LILAS,4,1997-04-08,1997-05-06,1997-04-16,2,102.02,Lila-Supermercado,Carrera 52 Con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1997,4,Tuesday,8.0,On-Time
10500,LAMAI,6,1997-09-04,1997-05-07,1997-04-17,1,42.68,La Maison D'Asie,1 Rue Alsace-Lorraine,Toulouse,Unknown,31000,France,1997,9,Thursday,-140.0,On-Time
10501,ZZZZZ,9,1997-04-09,1997-05-07,1997-04-16,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Unknown,68306,Germany,1997,4,Wednesday,7.0,On-Time
10502,PERIC,2,1997-04-10,1997-05-08,1997-04-29,1,69.32,Pericles Comidas Clásicas,Calle Dr. Jorge Cash 321,México D.F.,Unknown,05033,Mexico,1997,4,Thursday,19.0,On-Time
10503,HUNGO,6,1997-04-11,1997-05-09,1997-04-16,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,1997,4,Friday,5.0,On-Time
10504,WHITC,4,1997-04-11,1997-09-05,1997-04-18,3,59.13,White Clover Markets,1029 - 12Th Ave. S.,Seattle,Wa,98124,Usa,1997,4,Friday,7.0,On-Time
10505,MEREP,3,1997-04-14,1997-05-12,1997-04-21,3,7.13,Mère Paillarde,43 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1997,4,Monday,7.0,On-Time
10506,KOENE,9,1997-04-15,1997-05-13,1997-05-02,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,Unknown,14776,Germany,1997,4,Tuesday,17.0,On-Time
10507,ANTON,7,1997-04-15,1997-05-13,1997-04-22,1,47.45,Antonio Moreno Taquería,Mataderos 2312,México D.F.,Unknown,05023,Mexico,1997,4,Tuesday,7.0,On-Time
10508,OTTIK,1,1997-04-16,1997-05-14,,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany,1997,4,Wednesday,,On-Time
10509,BLAUS,4,1997-04-17,1997-05-15,1997-04-29,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Unknown,68306,Germany,1997,4,Thursday,12.0,On-Time
10510,SAVEA,6,1997-04-18,1997-05-16,1997-04-28,3,367.63,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,4,Friday,10.0,On-Time
10511,BONAP,4,1997-04-18,1997-05-16,1997-04-21,3,350.64,Bon App',"12, Rue Des Bouchers",Marseille,Unknown,13008,France,1997,4,Friday,3.0,On-Time
10512,FAMIA,7,1997-04-21,1997-05-19,1997-04-24,2,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,Sp,05442-030,Brazil,1997,4,Monday,3.0,On-Time
10513,WANDK,7,1997-04-22,1997-06-03,1997-04-28,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Unknown,70563,Germany,1997,4,Tuesday,6.0,On-Time
10514,ERNSH,3,1997-04-22,1997-05-20,1997-05-16,2,789.95,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1997,4,Tuesday,24.0,On-Time
10515,QUICK,2,1997-04-23,1997-05-07,1997-05-23,1,204.47,Quick-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany,1997,4,Wednesday,30.0,Delayed
10516,HUNGO,2,1997-04-24,1997-05-22,1997-01-05,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,1997,4,Thursday,-109.0,On-Time
10517,NORTS,3,1997-04-24,1997-05-22,1997-04-29,3,32.07,North/South,South House 300 Queensbridge,London,Unknown,Sw7 1Rz,Uk,1997,4,Thursday,5.0,On-Time
10518,TORTU,4,1997-04-25,1997-05-09,1997-05-05,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,05033,Mexico,1997,4,Friday,10.0,On-Time
10519,CHOPS,6,1997-04-28,1997-05-26,1997-05-01,3,91.76,Chop-Suey Chinese,Hauptstr. 31,Bern,Unknown,3012,Switzerland,1997,4,Monday,3.0,On-Time
10520,SANTG,7,1997-04-29,1997-05-27,1997-01-05,1,13.37,Santé Gourmet,Erling Skakkes Gate 78,Stavern,Unknown,4110,Norway,1997,4,Tuesday,-114.0,On-Time
10521,CACTU,8,1997-04-29,1997-05-27,1997-05-02,2,17.22,Cactus Comidas Para Llevar,Cerrito 333,Buenos Aires,Unknown,1010,Argentina,1997,4,Tuesday,3.0,On-Time
10522,LEHMS,4,1997-04-30,1997-05-28,1997-05-06,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt A.M.,Unknown,60528,Germany,1997,4,Wednesday,6.0,On-Time
10523,SEVES,7,1997-05-01,1997-05-29,1997-05-30,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,Unknown,Ox15 4Nb,Uk,1997,5,Thursday,29.0,Delayed
10524,BERGS,1,1997-05-01,1997-05-29,1997-07-05,2,244.79,Berglunds Snabbköp,Berguvsvägen 8,Luleå,Unknown,S-958 22,Sweden,1997,5,Thursday,65.0,Delayed
10525,BONAP,1,1997-05-02,1997-05-30,1997-05-23,2,11.06,Bon App',"12, Rue Des Bouchers",Marseille,Unknown,13008,France,1997,5,Friday,21.0,On-Time
10526,WARTH,4,1997-05-05,1997-06-02,1997-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,1997,5,Monday,10.0,On-Time
